sq_mt_built,n_rooms,n_bathrooms,has_lift,has_parking,is_exterior,floor,energy_certificate,neighborhood,house_type,rent_price,buy_price
95,2,2,True,True,True,4,good,Gaztambide,flat,2341,804234
95,2,2,True,True,True,2,good,Gaztambide,flat,2205,736060
101,2,2,True,True,True,3,good,Gaztambide,flat,2362,815811
95,2,2,True,True,True,4,good,Gaztambide,flat,2340,803529
111,3,2,True,True,True,3,good,Gaztambide,flat,2475,895258
111,3,2,True,True,True,2,good,Gaztambide,flat,2462,883547
107,2,2,True,True,True,1,good,Gaztambide,flat,2312,788717
129,3,2,True,True,True,1,good,Gaztambide,flat,2509,939593
128,3,2,True,True,True,0,good,Gaztambide,flat,2517,968650
107,2,2,True,False,True,2,good,Trafalgar,flat,2234,750000
65,1,1,True,False,True,1,good,Trafalgar,flat,1576,460000
75,2,1,True,False,True,6,good,Trafalgar,attic,2352,810000
100,2,2,True,False,True,6,good,Trafalgar,attic,2514,990000
107,2,2,True,False,True,5,good,Trafalgar,flat,2295,780000
65,1,1,True,False,True,5,good,Trafalgar,flat,1667,500000
57,1,1,True,False,True,1,good,Trafalgar,flat,1439,400000
57,1,1,True,False,True,5,good,Trafalgar,flat,1530,440000
23,1,1,True,False,False,2,bad,Trafalgar,flat,780,160000
125,3,2,True,False,True,3,unknown,Trafalgar,flat,2330,798000
125,3,2,True,False,True,3,unknown,Trafalgar,flat,2330,798000
44,2,1,True,False,False,4,good,Gaztambide,flat,1052,245000
63,1,1,True,False,False,1,unknown,Trafalgar,flat,1187,295000
80,2,1,False,False,True,1,good,Almagro,flat,1621,480000
40,2,1,True,False,False,6,unknown,Trafalgar,flat,1038,240000
360,6,3,True,True,True,5,bad,Vallehermoso,flat,5054,1395000
208,4,2,True,False,True,9,unknown,Almagro,duplex,4710,1300000
91,2,2,True,False,True,2,bad,Gaztambide,flat,1955,625000
310,5,4,True,True,True,6,bad,Almagro,attic,8333,2300000
280,4,2,True,False,True,6,unknown,Trafalgar,attic,6521,1800000
100,2,2,True,False,True,6,unknown,Trafalgar,attic,2514,990000
75,2,2,True,False,True,6,unknown,Trafalgar,attic,2352,810000
107,2,2,True,False,True,5,unknown,Trafalgar,flat,2295,780000
57,1,1,True,False,True,1,unknown,Trafalgar,flat,1439,400000
122,3,2,True,False,True,3,unknown,Trafalgar,flat,2480,900000
65,1,1,True,False,True,4,unknown,Trafalgar,flat,1644,490000
107,2,2,True,False,True,3,unknown,Trafalgar,flat,2255,760000
65,1,1,True,False,True,1,unknown,Trafalgar,flat,1576,460000
58,1,1,True,False,True,0,unknown,Trafalgar,flat,1453,406000
86,3,1,False,False,False,other,bad,Nuevos Ministerios-Ríos Rosas,flat,1662,498000
201,3,2,True,True,True,1,unknown,Vallehermoso,flat,4855,1340000
127,2,2,True,False,True,4,unknown,Almagro,flat,2481,901250
134,2,2,True,False,True,4,unknown,Almagro,flat,2509,938536
141,2,2,True,False,True,4,unknown,Almagro,flat,2512,994568
70,2,1,True,False,False,5,bad,Arapiles,flat,1393,380000
199,4,3,True,False,True,4,unknown,Trafalgar,flat,2516,980000
288,5,5,True,True,True,4,unknown,Almagro,flat,7210,1990000
192,4,2,True,False,True,2,unknown,Gaztambide,flat,2234,750000
42,2,1,True,False,False,6,bad,Nuevos Ministerios-Ríos Rosas,flat,1323,350000
35,1,1,False,False,False,3,bad,Trafalgar,flat,884,190000
113,3,2,True,True,True,6,good,Gaztambide,attic,2078,1168362
105,3,2,True,True,True,5,good,Gaztambide,flat,2510,998000
95,2,2,True,True,True,3,good,Gaztambide,flat,2274,769419
95,2,2,True,False,True,3,good,Trafalgar,flat,1908,605000
129,4,1,True,False,True,3,unknown,Arapiles,flat,2192,730000
364,8,3,True,False,True,0,bad,Almagro,flat,4981,1375000
177,4,3,True,True,True,3,unknown,Nuevos Ministerios-Ríos Rosas,flat,2470,890000
190,4,3,True,True,True,6,unknown,Arapiles,duplex,2417,850000
195,4,2,True,False,True,1,unknown,Arapiles,flat,2255,760000
153,4,3,True,False,True,4,good,Trafalgar,flat,2324,795000
121,3,2,True,False,True,1,bad,Gaztambide,flat,1955,625000
147,5,2,True,False,True,3,unknown,Nuevos Ministerios-Ríos Rosas,flat,1955,625000
54,3,2,True,False,False,0,bad,Arapiles,flat,1255,322000
121,3,2,True,True,True,3,unknown,Gaztambide,flat,2115,695000
194,4,2,True,False,True,8,unknown,Vallehermoso,attic,1900,1200000
217,3,4,True,True,True,2,good,Almagro,flat,6141,1695000
171,4,3,True,True,True,4,unknown,Gaztambide,flat,2331,799000
183,4,3,True,True,True,1,good,Gaztambide,flat,2190,729000
256,3,3,True,True,True,7,unknown,Almagro,flat,8550,2360000
140,3,2,True,False,True,1,unknown,Gaztambide,flat,2012,650000
185,4,3,True,True,True,1,good,Gaztambide,flat,2190,729000
89,2,2,False,False,True,0,bad,Trafalgar,flat,1382,375000
114,3,2,True,False,True,7,unknown,Nuevos Ministerios-Ríos Rosas,flat,2324,795000
225,5,3,True,False,False,2,unknown,Vallehermoso,flat,2234,750000
75,3,1,True,False,False,4,unknown,Arapiles,flat,1299,340000
225,4,3,True,False,True,1,unknown,Gaztambide,flat,2514,950000
75,2,2,True,False,False,0,bad,Nuevos Ministerios-Ríos Rosas,flat,1530,440000
270,5,3,True,True,True,1,bad,Nuevos Ministerios-Ríos Rosas,flat,2470,890000
335,3,4,True,False,True,5,good,Almagro,duplex,9764,2695000
730,8,7,True,True,True,5,bad,Almagro,flat,20471,5650000
201,4,2,True,False,True,4,unknown,Nuevos Ministerios-Ríos Rosas,flat,2429,858000
400,7,5,True,False,True,1,good,Almagro,flat,7427,2050000
240,5,3,True,True,True,1,unknown,Vallehermoso,attic,2516,979000
160,3,2,True,False,True,7,bad,Gaztambide,attic,2115,695000
264,6,3,True,True,True,1,unknown,Gaztambide,flat,1536,1250000
412,5,5,True,False,True,7,good,Almagro,flat,14855,4100000
108,3,2,True,False,True,1,unknown,Trafalgar,flat,1587,465000
90,3,2,True,True,True,1,good,Arapiles,flat,1610,475000
227,6,4,True,False,True,6,bad,Vallehermoso,flat,2501,925000
129,4,2,True,False,False,2,unknown,Arapiles,flat,1827,570000
67,2,2,True,False,True,1,unknown,Trafalgar,flat,1781,550000
204,7,2,True,True,True,2,good,Trafalgar,flat,2352,810000
74,1,1,True,True,True,3,good,Trafalgar,flat,1809,562000
140,3,3,True,True,True,3,good,Trafalgar,flat,2394,1082000
74,1,1,True,True,True,3,good,Trafalgar,flat,1850,580000
157,3,2,True,True,True,1,good,Trafalgar,flat,2347,1100000
139,2,3,True,True,True,3,good,Trafalgar,flat,2399,1080000
174,3,2,True,True,True,1,good,Trafalgar,flat,1931,1195000
67,1,1,True,True,True,3,good,Trafalgar,flat,1712,520000
141,2,3,True,True,True,3,good,Trafalgar,flat,2394,1082000
293,3,4,True,False,True,3,unknown,Almagro,flat,7971,2200000
332,3,4,True,False,True,other,unknown,Almagro,flat,7445,2055000
307,3,4,True,False,True,3,unknown,Almagro,flat,10362,2860000
315,2,3,True,False,True,other,unknown,Almagro,flat,7065,1950000
239,3,4,True,False,True,2,unknown,Almagro,flat,7355,2030000
83,2,1,True,False,True,1,bad,Arapiles,flat,1508,430000
67,2,2,True,False,True,1,unknown,Trafalgar,flat,1781,550000
138,3,2,True,False,True,3,bad,Nuevos Ministerios-Ríos Rosas,flat,2058,670000
67,2,2,True,False,True,1,bad,Trafalgar,flat,1781,550000
96,3,1,True,False,True,4,unknown,Trafalgar,flat,1174,290000
185,5,2,True,False,True,0,bad,Vallehermoso,flat,2480,900000
200,7,2,True,True,True,2,bad,Trafalgar,flat,2402,840000
67,2,2,True,False,True,1,bad,Trafalgar,flat,1781,550000
325,4,4,True,False,True,1,bad,Almagro,flat,7789,2150000
275,4,3,True,True,True,1,bad,Arapiles,flat,1536,1250000
92,1,1,True,True,True,3,bad,Almagro,flat,1553,450000
210,3,4,True,False,True,2,bad,Almagro,flat,5793,1599000
64,3,2,True,False,True,0,bad,Gaztambide,flat,1135,275000
163,4,3,True,False,True,1,bad,Vallehermoso,flat,2010,649000
192,6,2,True,False,True,1,bad,Arapiles,flat,2295,780000
250,5,4,True,False,True,8,good,Almagro,flat,9601,2650000
145,4,3,True,False,True,1,good,Trafalgar,flat,2417,850000
110,3,2,True,False,True,1,good,Trafalgar,flat,2058,670000
399,7,4,True,True,True,4,good,Arapiles,flat,9057,2500000
142,3,2,True,False,True,5,bad,Gaztambide,flat,1885,595000
75,2,1,False,False,True,1,good,Almagro,flat,1655,495000
82,3,2,True,False,True,2,unknown,Nuevos Ministerios-Ríos Rosas,flat,1689,510000
210,3,3,True,False,True,2,good,Almagro,flat,5793,1599000
61,2,2,True,False,True,1,good,Trafalgar,flat,1781,550000
109,1,1,True,False,True,6,unknown,Almagro,attic,2330,798000
157,4,3,True,False,True,3,unknown,Gaztambide,flat,2234,750000
110,4,2,True,False,True,0,unknown,Arapiles,flat,1621,480000
90,3,2,True,True,True,1,good,Gaztambide,flat,1610,475000
90,3,2,True,True,True,1,good,Vallehermoso,flat,1610,475000
78,4,1,True,False,False,5,good,Arapiles,flat,1365,368000
172,2,3,True,False,True,2,unknown,Almagro,flat,5793,1599000
204,7,2,True,True,True,2,bad,Trafalgar,flat,2352,810000
114,3,2,True,False,True,7,bad,Nuevos Ministerios-Ríos Rosas,attic,2324,795000
90,3,2,True,True,True,1,good,Gaztambide,flat,1610,475000
90,3,2,True,True,True,1,good,Vallehermoso,flat,1610,475000
247,5,2,True,False,True,3,bad,Arapiles,flat,2440,1060000
52,2,1,True,False,False,4,bad,Arapiles,flat,1200,300000
75,2,1,True,False,True,3,bad,Arapiles,flat,1633,485000
180,5,2,True,False,True,4,unknown,Gaztambide,flat,2124,699000
182,3,3,True,False,True,other,unknown,Vallehermoso,flat,1966,630000
40,1,1,True,False,True,other,unknown,Trafalgar,flat,833,175000
121,3,2,True,False,True,1,bad,Gaztambide,flat,1955,625000
150,2,2,True,False,True,1,unknown,Almagro,flat,2515,985000
22,1,1,False,False,False,3,unknown,Almagro,flat,881,189000
211,4,3,True,True,True,4,unknown,Almagro,flat,2512,995000
79,3,1,True,False,True,4,bad,Nuevos Ministerios-Ríos Rosas,flat,1621,480000
376,5,4,True,False,True,1,good,Gaztambide,flat,7608,2100000
161,4,2,True,False,True,4,unknown,Almagro,flat,2432,860000
42,2,1,True,False,False,other,unknown,Trafalgar,flat,1024,235000
100,3,2,True,False,True,4,unknown,Nuevos Ministerios-Ríos Rosas,flat,1943,620000
100,3,2,True,False,True,4,unknown,Vallehermoso,flat,1943,620000
400,6,5,True,False,True,1,bad,Almagro,flat,7427,2050000
340,4,3,True,True,True,7,bad,Almagro,flat,6702,1850000
293,4,4,True,True,True,6,bad,Almagro,flat,6648,1835000
210,3,4,True,False,True,2,unknown,Almagro,flat,5793,1599000
124,5,2,True,False,False,0,unknown,Gaztambide,flat,1642,489000
37,1,1,False,False,True,5,bad,Trafalgar,flat,1299,340000
192,4,2,True,False,True,1,good,Arapiles,flat,2315,790000
78,2,1,True,False,True,1,bad,Trafalgar,flat,1320,349000
301,4,3,True,False,True,2,bad,Almagro,flat,8152,2250000
105,3,2,True,True,True,2,bad,Almagro,flat,2070,675000
163,4,2,True,False,True,2,unknown,Vallehermoso,flat,1871,589000
199,5,3,True,False,True,5,bad,Trafalgar,flat,1536,1250000
145,3,2,True,False,True,1,unknown,Arapiles,flat,2010,649000
210,3,4,True,False,True,2,unknown,Almagro,flat,5793,1599000
75,2,2,True,False,False,2,bad,Almagro,flat,1508,430000
370,5,4,True,True,True,1,good,Vallehermoso,flat,7608,2100000
172,3,3,True,True,True,1,good,Vallehermoso,flat,2492,1023000
134,3,2,True,False,True,5,unknown,Nuevos Ministerios-Ríos Rosas,flat,2103,690000
67,1,2,False,False,False,2,unknown,Trafalgar,flat,1346,360000
300,4,4,True,False,True,2,unknown,Almagro,flat,8152,2250000
408,6,6,True,True,True,3,unknown,Almagro,flat,8333,2300000
142,3,2,True,False,True,3,unknown,Arapiles,flat,2103,690000
171,5,2,True,False,True,7,unknown,Gaztambide,flat,2509,1000000
115,2,2,True,False,True,2,good,Trafalgar,flat,2369,820000
167,4,2,True,False,True,1,unknown,Trafalgar,flat,2203,735000
117,3,2,True,False,True,1,good,Trafalgar,flat,1793,555000
208,4,3,True,True,True,9,bad,Almagro,duplex,4710,1300000
110,3,1,True,False,True,1,unknown,Gaztambide,flat,1655,495000
315,5,5,True,True,True,3,unknown,Almagro,flat,11956,3300000
71,1,1,True,False,True,1,good,Trafalgar,flat,1862,585000
128,2,2,True,True,True,2,good,Trafalgar,flat,2472,1040000
65,1,1,True,False,True,4,good,Trafalgar,flat,1966,630000
150,3,3,True,True,True,5,good,Nuevos Ministerios-Ríos Rosas,flat,5036,1390000
237,4,2,True,True,True,6,good,Nuevos Ministerios-Ríos Rosas,attic,8711,2404500
195,3,2,True,True,True,6,good,Nuevos Ministerios-Ríos Rosas,attic,7114,1963500
192,3,3,True,True,True,2,good,Nuevos Ministerios-Ríos Rosas,flat,5615,1550000
150,3,2,True,True,True,2,good,Nuevos Ministerios-Ríos Rosas,flat,1695,1230000
263,3,3,True,True,True,1,good,Nuevos Ministerios-Ríos Rosas,duplex,6576,1815000
148,3,3,True,False,True,3,good,Trafalgar,flat,2514,950000
138,4,2,True,False,True,5,bad,Gaztambide,flat,1966,630000
121,2,1,True,False,True,6,bad,Vallehermoso,flat,1804,560000
325,4,5,True,False,True,1,unknown,Almagro,flat,6847,1890000
50,1,2,True,False,False,5,unknown,Trafalgar,flat,1335,355000
47,1,1,True,False,False,other,good,Almagro,flat,901,195000
30,1,2,False,False,False,2,bad,Almagro,flat,884,190000
318,5,4,True,False,True,other,bad,Nuevos Ministerios-Ríos Rosas,flat,4981,1375000
184,4,3,True,True,False,1,bad,Nuevos Ministerios-Ríos Rosas,flat,2103,690000
220,4,3,True,False,False,4,bad,Almagro,flat,5525,1525000
69,1,1,True,True,True,3,good,Almagro,flat,1781,550000
153,4,2,True,False,True,1,bad,Nuevos Ministerios-Ríos Rosas,flat,1724,525000
356,6,4,True,True,True,2,unknown,Almagro,flat,8333,2300000
195,4,2,True,False,True,4,unknown,Gaztambide,flat,2108,692000
372,5,5,True,True,True,3,unknown,Nuevos Ministerios-Ríos Rosas,flat,6884,1900000
201,5,3,True,True,True,4,good,Nuevos Ministerios-Ríos Rosas,flat,2432,860000
181,4,2,True,False,True,4,unknown,Vallehermoso,flat,2213,740000
100,3,1,True,False,True,4,unknown,Trafalgar,flat,1571,458000
164,5,2,True,False,True,1,unknown,Trafalgar,flat,1499,426000
140,2,2,True,False,True,2,unknown,Vallehermoso,flat,1619,479000
138,5,2,True,False,True,2,unknown,Trafalgar,flat,2124,699000
242,3,3,True,True,True,7,good,Almagro,flat,7608,2100000
170,5,2,True,False,True,5,unknown,Arapiles,flat,1619,479000
260,3,2,True,True,True,4,unknown,Almagro,flat,7028,1940000
75,2,1,True,False,True,4,unknown,Trafalgar,flat,1781,550000
326,9,3,True,False,True,1,unknown,Trafalgar,flat,5434,1500000
136,4,2,True,False,True,1,unknown,Nuevos Ministerios-Ríos Rosas,flat,2148,710000
166,4,2,True,False,False,5,bad,Gaztambide,flat,2081,680000
237,5,3,True,True,True,1,good,Vallehermoso,flat,2513,949900
89,2,1,True,False,False,2,unknown,Gaztambide,flat,1735,530000
135,4,1,True,False,True,1,bad,Trafalgar,flat,1770,545000
163,4,3,True,True,False,4,unknown,Vallehermoso,flat,2081,680000
69,3,1,True,False,False,6,unknown,Gaztambide,flat,1435,398000
135,2,2,True,False,True,3,unknown,Trafalgar,flat,2254,759500
60,2,1,False,False,True,1,unknown,Arapiles,flat,1320,349000
160,4,2,True,False,False,6,unknown,Vallehermoso,flat,2315,790000
230,4,3,True,False,True,6,unknown,Almagro,flat,6702,1850000
260,3,2,True,False,True,4,unknown,Almagro,flat,7028,1940000
159,5,2,True,False,True,5,unknown,Trafalgar,flat,2452,875000
172,3,2,True,False,True,5,good,Arapiles,flat,2432,860000
73,3,1,True,False,False,0,unknown,Vallehermoso,flat,705,140000
121,3,1,True,False,True,0,unknown,Nuevos Ministerios-Ríos Rosas,flat,1323,350000
40,1,1,True,False,False,4,bad,Nuevos Ministerios-Ríos Rosas,flat,1052,245000
105,3,3,True,False,True,2,unknown,Nuevos Ministerios-Ríos Rosas,flat,1943,620000
310,4,4,True,False,True,4,unknown,Almagro,flat,7065,1950000
48,2,1,True,False,False,2,unknown,Vallehermoso,flat,1094,260000
112,3,2,True,False,True,2,unknown,Trafalgar,flat,2213,740000
189,4,2,True,False,True,2,unknown,Gaztambide,flat,2234,750000
59,2,1,True,False,False,5,unknown,Trafalgar,flat,1190,296000
96,5,2,True,False,True,4,unknown,Arapiles,flat,1781,550000
37,1,1,True,False,False,3,bad,Gaztambide,flat,979,220000
65,2,1,True,False,True,1,unknown,Nuevos Ministerios-Ríos Rosas,flat,1346,360000
30,1,1,False,False,False,2,bad,Almagro,flat,884,190000
134,2,2,True,False,True,4,unknown,Almagro,flat,2509,938536
170,3,3,True,False,True,6,unknown,Gaztambide,attic,2417,850000
175,4,3,True,True,True,8,unknown,Vallehermoso,flat,2376,824000
89,2,2,False,False,True,2,unknown,Trafalgar,flat,1553,450000
55,3,2,True,False,False,0,good,Arapiles,flat,1245,318000
70,3,1,False,False,True,3,bad,Nuevos Ministerios-Ríos Rosas,flat,1238,315000
86,2,2,True,False,True,5,good,Arapiles,flat,1655,495000
70,3,1,False,False,False,2,bad,Vallehermoso,flat,1122,270000
74,2,2,True,False,True,4,unknown,Gaztambide,flat,1894,599000
43,2,1,True,False,True,0,unknown,Arapiles,flat,1007,229500
164,2,2,True,False,True,5,unknown,Almagro,flat,5253,1450000
140,3,3,True,False,True,1,unknown,Gaztambide,flat,2012,650000
155,4,3,True,True,True,3,unknown,Nuevos Ministerios-Ríos Rosas,flat,2464,885000
260,5,4,True,True,True,2,good,Arapiles,flat,2472,1040000
150,3,2,True,False,True,5,unknown,Trafalgar,flat,2228,1135000
172,2,2,True,False,True,2,unknown,Almagro,flat,5793,1599000
104,2,2,True,False,False,2,unknown,Nuevos Ministerios-Ríos Rosas,flat,1894,599000
164,2,2,True,False,True,5,unknown,Almagro,flat,5253,1450000
369,3,5,True,True,True,5,unknown,Almagro,attic,9764,2695000
287,5,4,True,True,True,3,good,Nuevos Ministerios-Ríos Rosas,flat,6884,1900000
67,2,2,True,False,True,1,unknown,Trafalgar,flat,1781,550000
250,3,3,True,True,True,1,unknown,Nuevos Ministerios-Ríos Rosas,flat,5307,1465000
211,4,3,True,True,True,4,unknown,Almagro,flat,2512,995000
183,4,2,True,False,True,1,unknown,Gaztambide,flat,2234,750000
152,4,3,True,True,True,1,bad,Nuevos Ministerios-Ríos Rosas,flat,2224,745000
175,3,2,True,False,True,1,good,Gaztambide,flat,2493,1022000
230,4,1,True,True,True,6,unknown,Almagro,flat,6702,1850000
140,3,2,True,False,True,1,unknown,Gaztambide,flat,2148,710000
205,4,3,True,False,True,4,unknown,Nuevos Ministerios-Ríos Rosas,flat,1900,1200000
230,4,3,True,True,True,3,unknown,Nuevos Ministerios-Ríos Rosas,flat,1536,1250000
147,3,3,True,False,True,4,bad,Nuevos Ministerios-Ríos Rosas,flat,1943,620000
254,5,3,True,False,True,0,unknown,Nuevos Ministerios-Ríos Rosas,flat,2234,749611
184,4,2,True,False,True,1,unknown,Gaztambide,flat,2275,769600
39,2,1,False,False,False,0,good,Trafalgar,flat,1100,262000
141,2,2,True,False,True,4,unknown,Almagro,flat,2512,994568
39,1,1,False,False,False,2,bad,Nuevos Ministerios-Ríos Rosas,flat,881,189000
139,6,2,True,False,True,0,bad,Gaztambide,flat,1474,415000
149,6,7,True,True,True,2,good,Nuevos Ministerios-Ríos Rosas,flat,2159,715000
180,5,2,True,False,True,4,unknown,Gaztambide,flat,2124,699000
220,6,3,True,False,True,8,unknown,Vallehermoso,flat,2514,950000
254,5,3,True,False,True,0,unknown,Nuevos Ministerios-Ríos Rosas,flat,2234,750000
196,5,3,True,True,True,1,bad,Vallehermoso,flat,2369,820000
57,3,1,True,False,False,6,unknown,Arapiles,flat,1220,308000
204,4,3,True,True,False,3,unknown,Nuevos Ministerios-Ríos Rosas,flat,1536,1250000
139,6,2,True,False,True,0,bad,Gaztambide,flat,1474,415000
178,3,2,True,False,True,6,bad,Almagro,attic,4710,1300000
133,4,2,True,True,True,5,bad,Nuevos Ministerios-Ríos Rosas,flat,1848,579000
160,4,2,True,True,False,6,bad,Vallehermoso,flat,2315,790000
120,3,2,True,True,True,2,bad,Nuevos Ministerios-Ríos Rosas,flat,1871,589000
299,5,4,True,True,True,4,bad,Almagro,flat,6811,1880000
131,3,2,True,False,True,7,bad,Nuevos Ministerios-Ríos Rosas,attic,2126,700000
117,4,2,True,False,True,7,unknown,Trafalgar,flat,1892,598000
220,5,3,True,True,True,4,unknown,Vallehermoso,flat,2464,885000
130,3,3,True,False,True,3,good,Trafalgar,flat,2230,748000
287,7,4,True,False,True,3,unknown,Arapiles,flat,2512,945000
67,2,2,True,False,True,1,unknown,Trafalgar,flat,1781,550000
67,2,2,True,False,True,1,unknown,Trafalgar,flat,1781,550000
301,4,4,True,False,True,2,unknown,Almagro,flat,8152,2250000
287,9,3,True,False,True,1,bad,Gaztambide,flat,2514,990000
185,4,2,True,False,True,7,unknown,Arapiles,flat,2504,930000
59,2,1,False,False,True,1,bad,Arapiles,flat,1320,349000
105,2,2,True,False,True,4,bad,Arapiles,flat,1781,550000
160,4,2,True,True,True,2,bad,Arapiles,flat,2402,840000
143,5,1,True,True,True,2,good,Nuevos Ministerios-Ríos Rosas,flat,1931,615000
119,2,2,True,True,True,4,bad,Nuevos Ministerios-Ríos Rosas,flat,1825,569000
192,6,2,True,False,True,1,good,Arapiles,flat,2295,780000
204,7,2,True,True,True,2,good,Trafalgar,flat,2352,810000
115,3,2,True,False,False,1,unknown,Gaztambide,flat,1508,430000
177,4,3,True,False,True,3,bad,Nuevos Ministerios-Ríos Rosas,flat,2470,890000
64,1,1,True,False,True,3,bad,Almagro,flat,1508,430000
56,2,1,True,False,False,4,unknown,Arapiles,flat,1197,299000
147,4,3,True,False,False,5,bad,Arapiles,flat,1781,550000
45,1,1,False,False,False,other,bad,Vallehermoso,flat,881,189000
32,1,1,True,False,False,2,unknown,Vallehermoso,flat,823,172000
192,4,2,True,False,True,2,bad,Gaztambide,flat,2234,750000
144,4,3,True,True,True,1,bad,Gaztambide,flat,1892,598000
114,1,2,True,False,True,1,good,Almagro,flat,2470,890000
168,4,3,True,False,True,5,unknown,Gaztambide,flat,2232,749000
88,2,2,True,False,True,3,bad,Nuevos Ministerios-Ríos Rosas,flat,1678,505000
165,4,3,True,False,True,3,unknown,Nuevos Ministerios-Ríos Rosas,flat,2417,850000
142,3,2,True,False,False,3,unknown,Trafalgar,flat,2103,690000
114,1,2,True,False,True,1,bad,Almagro,flat,2470,890000
114,2,2,True,False,True,3,bad,Almagro,flat,2181,725000
132,5,3,True,False,True,8,unknown,Gaztambide,flat,2092,685000
171,6,2,True,False,True,1,unknown,Almagro,flat,2512,995000
70,3,1,True,False,False,0,bad,Arapiles,flat,1238,315000
112,3,2,True,False,False,6,unknown,Trafalgar,flat,1955,625000
75,2,2,True,False,True,5,unknown,Arapiles,flat,1621,480000
74,2,2,True,False,False,3,unknown,Arapiles,flat,1542,445000
325,6,3,True,False,True,2,unknown,Almagro,flat,7898,2180000
311,4,4,True,True,True,1,unknown,Almagro,flat,7608,2100000
202,5,3,True,True,True,4,good,Vallehermoso,flat,2452,875000
70,2,2,True,False,False,2,bad,Arapiles,flat,1428,395000
163,4,3,True,True,True,5,unknown,Trafalgar,flat,2479,899000
341,5,4,True,True,True,6,unknown,Almagro,attic,7608,2100000
135,4,3,True,True,True,1,unknown,Vallehermoso,flat,2324,795000
153,4,2,True,False,True,1,unknown,Nuevos Ministerios-Ríos Rosas,flat,1894,599000
135,2,2,False,False,True,0,good,Trafalgar,flat,2410,845000
333,5,3,True,False,True,0,unknown,Vallehermoso,flat,4891,1350000
210,3,3,True,False,True,2,unknown,Almagro,flat,5793,1599000
190,5,3,True,True,True,5,unknown,Nuevos Ministerios-Ríos Rosas,flat,2417,850000
99,2,1,True,False,False,1,bad,Vallehermoso,flat,1483,419000
228,6,4,True,False,True,1,unknown,Nuevos Ministerios-Ríos Rosas,flat,5434,1500000
175,5,2,True,False,False,3,good,Nuevos Ministerios-Ríos Rosas,flat,2081,680000
170,4,3,True,True,True,5,bad,Almagro,flat,2497,920000
53,2,1,True,False,True,5,bad,Almagro,flat,1213,305000
39,1,1,True,False,False,0,bad,Gaztambide,flat,948,210000
68,2,2,True,False,True,1,bad,Trafalgar,flat,1781,550000
155,3,1,True,False,True,5,unknown,Nuevos Ministerios-Ríos Rosas,flat,1897,600000
149,4,2,True,False,True,other,bad,Nuevos Ministerios-Ríos Rosas,flat,1712,520000
133,4,2,True,True,True,5,bad,Gaztambide,flat,1839,575000
121,3,2,True,False,True,1,bad,Gaztambide,flat,1955,625000
101,3,1,True,False,True,7,bad,Vallehermoso,flat,1862,585000
68,3,1,True,False,True,1,unknown,Trafalgar,flat,1393,379900
227,6,4,True,False,True,9,unknown,Vallehermoso,flat,2416,849000
208,5,4,True,True,True,2,unknown,Nuevos Ministerios-Ríos Rosas,flat,1451,1260000
171,4,3,True,True,True,4,unknown,Vallehermoso,flat,2331,799000
59,2,1,True,False,False,3,bad,Arapiles,flat,1299,340000
229,4,3,True,False,True,7,bad,Vallehermoso,flat,2480,900000
202,5,3,True,True,True,4,unknown,Vallehermoso,flat,2452,875000
185,4,2,True,False,True,7,unknown,Arapiles,flat,2504,930000
130,3,2,True,False,True,1,unknown,Vallehermoso,flat,1894,599000
117,3,2,True,False,True,1,bad,Arapiles,flat,1779,549000
198,4,3,True,False,True,4,unknown,Almagro,flat,2516,980000
182,4,3,True,False,True,other,unknown,Vallehermoso,flat,1966,630000
135,4,2,True,False,True,2,unknown,Nuevos Ministerios-Ríos Rosas,flat,2070,675000
241,4,4,True,False,True,4,unknown,Almagro,flat,6884,1900000
171,4,3,True,True,True,4,unknown,Vallehermoso,flat,2331,799000
312,4,5,True,True,True,8,unknown,Vallehermoso,flat,5760,1590000
210,3,2,True,True,True,1,unknown,Vallehermoso,flat,2514,950000
263,5,3,True,True,True,5,unknown,Vallehermoso,flat,2470,890000
398,4,5,True,True,True,0,unknown,Vallehermoso,flat,4891,1350000
220,3,4,True,False,True,6,unknown,Almagro,duplex,6884,1900000
138,3,2,True,False,True,3,unknown,Nuevos Ministerios-Ríos Rosas,flat,2058,670000
67,2,2,True,False,True,1,unknown,Trafalgar,flat,1781,550000
547,6,4,True,True,True,4,unknown,Almagro,flat,13768,3800000
174,4,2,True,False,False,6,unknown,Gaztambide,flat,2035,660000
260,6,3,True,False,True,4,bad,Trafalgar,flat,1900,1200000
222,3,3,True,True,True,6,good,Almagro,attic,7844,2165000
50,1,1,True,False,True,4,good,Vallehermoso,flat,1311,345000
192,6,2,True,False,True,1,unknown,Arapiles,flat,2295,780000
260,4,2,True,False,True,3,unknown,Gaztambide,flat,2347,1100000
400,7,5,True,True,True,1,bad,Almagro,flat,7427,2050000
67,2,2,True,False,True,1,unknown,Trafalgar,flat,1781,550000
245,3,3,True,False,True,3,unknown,Almagro,flat,5797,1600000
127,3,2,True,False,False,3,unknown,Nuevos Ministerios-Ríos Rosas,flat,1832,572000
122,3,1,True,False,True,2,unknown,Gaztambide,flat,1553,450000
190,3,4,True,False,True,2,bad,Almagro,flat,5793,1599000
68,4,2,True,False,False,1,unknown,Trafalgar,flat,1619,479000
90,2,2,True,False,True,4,unknown,Gaztambide,flat,1966,630000
