sq_mt_built,n_rooms,n_bathrooms,has_lift,has_parking,is_exterior,floor,energy_certificate,neighborhood,house_type,rent_price,buy_price
130,3,2,True,True,True,8,good,Cuzco-Castillejos,duplex,2514,950000
46,1,1,False,False,False,1,bad,Cuatro Caminos,flat,948,210000
152,3,3,True,True,True,0,unknown,Ventilla-Almenara,duplex,1701,515000
50,1,1,True,False,False,0,good,Berruguete,flat,851,180000
80,2,1,True,True,True,2,unknown,Valdeacederas,flat,1108,265000
65,2,1,False,False,True,1,unknown,Berruguete,flat,773,158000
64,2,1,False,False,False,4,unknown,Berruguete,flat,917,200000
240,5,4,True,False,True,3,good,Cuatro Caminos,flat,2315,790000
75,3,1,True,False,True,1,bad,Bellas Vistas,flat,884,190000
70,1,1,True,False,True,other,unknown,Cuzco-Castillejos,flat,1108,265000
80,3,1,True,False,True,1,unknown,Valdeacederas,flat,1086,257000
44,1,1,False,False,True,2,unknown,Bellas Vistas,flat,732,147000
30,1,1,False,False,True,0,unknown,Bellas Vistas,flat,868,185000
50,1,1,False,False,True,0,unknown,Bellas Vistas,flat,917,200000
116,3,1,True,False,True,0,good,Berruguete,flat,780,160000
72,2,1,True,False,True,3,unknown,Cuatro Caminos,flat,1187,295000
95,4,2,True,True,True,4,unknown,Cuzco-Castillejos,flat,1462,410000
100,2,2,True,True,True,4,unknown,Valdeacederas,attic,1346,360000
74,3,1,True,False,True,5,unknown,Cuatro Caminos,flat,1200,300000
50,1,1,True,False,True,0,unknown,Bellas Vistas,flat,948,210000
38,1,1,True,False,True,2,unknown,Berruguete,flat,798,165000
98,4,2,False,False,True,2,unknown,Valdeacederas,flat,1122,270000
77,3,1,False,False,True,3,unknown,Valdeacederas,flat,833,175000
107,3,2,True,True,True,3,unknown,Valdeacederas,flat,1320,349000
73,1,1,True,False,True,5,unknown,Berruguete,attic,948,210000
43,2,1,True,False,False,1,unknown,Bellas Vistas,flat,705,140000
342,5,3,True,True,True,6,unknown,Cuzco-Castillejos,flat,5688,1570000
40,1,1,False,False,False,0,unknown,Bellas Vistas,duplex,646,125000
93,1,1,True,False,True,8,good,Cuzco-Castillejos,flat,851,180000
81,1,1,True,False,True,2,unknown,Berruguete,attic,1146,279000
60,2,1,True,False,True,0,unknown,Cuatro Caminos,flat,813,169000
362,6,4,True,True,True,2,unknown,Cuatro Caminos,flat,2347,1100000
135,4,2,True,False,True,2,bad,Cuatro Caminos,flat,1735,530000
118,4,3,True,True,True,2,bad,Cuatro Caminos,flat,1735,530000
180,2,2,True,False,True,1,unknown,Cuatro Caminos,flat,1724,525000
46,2,1,False,False,False,2,unknown,Bellas Vistas,flat,816,170000
75,3,2,True,False,True,other,unknown,Berruguete,flat,881,189000
35,1,1,False,False,False,other,unknown,Valdeacederas,flat,634,122000
70,1,1,True,False,True,1,unknown,Cuatro Caminos,flat,1369,369500
73,2,1,False,False,True,2,good,Valdeacederas,flat,1021,234000
173,3,2,False,False,True,4,unknown,Bellas Vistas,flat,1382,375000
61,1,1,True,False,True,1,unknown,Valdeacederas,flat,988,223000
90,2,2,True,False,True,4,unknown,Cuatro Caminos,attic,1496,425000
95,3,2,True,True,True,2,bad,Cuatro Caminos,flat,1724,525000
77,2,2,False,False,True,2,unknown,Valdeacederas,flat,1238,315000
159,5,2,True,True,True,2,bad,Ventilla-Almenara,flat,1804,560000
70,2,1,False,False,True,1,unknown,Berruguete,flat,833,175000
210,4,3,True,True,True,2,unknown,Cuatro Caminos,flat,2347,1100000
80,2,1,True,False,True,1,unknown,Bellas Vistas,flat,1197,299000
67,2,1,False,False,True,0,bad,Ventilla-Almenara,flat,837,176000
59,2,1,False,False,True,3,bad,Valdeacederas,flat,851,180000
58,1,1,True,False,True,4,unknown,Cuzco-Castillejos,flat,1238,315000
174,4,3,True,False,True,1,unknown,Cuatro Caminos,flat,1804,560000
34,2,1,True,False,False,2,unknown,Cuzco-Castillejos,flat,780,160000
89,4,1,False,False,True,1,bad,Valdeacederas,flat,964,215000
200,5,3,True,True,True,1,unknown,Cuatro Caminos,flat,2333,800000
55,2,1,False,False,True,0,unknown,Bellas Vistas,flat,724,144900
50,1,1,True,False,True,5,unknown,Cuatro Caminos,flat,1250,320000
66,3,1,True,False,True,2,unknown,Bellas Vistas,flat,816,170000
63,2,1,True,True,False,2,unknown,Berruguete,flat,1000,226900
45,1,1,False,False,True,1,unknown,Berruguete,flat,777,159000
114,2,2,True,True,True,4,unknown,Cuzco-Castillejos,flat,1827,570000
76,2,1,True,False,True,2,unknown,Valdeacederas,flat,901,195000
100,3,2,False,False,True,1,unknown,Berruguete,flat,1275,330000
42,1,1,True,False,True,0,good,Valdeacederas,flat,744,150000
65,1,1,False,False,True,2,unknown,Bellas Vistas,flat,933,205000
350,7,3,True,True,True,4,unknown,Cuzco-Castillejos,flat,7829,2161000
239,5,3,True,False,True,4,unknown,Cuzco-Castillejos,flat,2514,990000
49,1,1,True,False,True,1,unknown,Berruguete,flat,816,169900
85,3,1,False,False,True,2,unknown,Ventilla-Almenara,flat,1052,245000
130,2,1,True,False,True,8,unknown,Cuzco-Castillejos,flat,2058,670000
220,2,2,True,True,True,3,unknown,Cuatro Caminos,flat,2458,880000
65,3,1,True,False,False,5,bad,Bellas Vistas,flat,1027,236000
144,4,3,True,False,True,7,bad,Ventilla-Almenara,flat,1850,580000
61,2,1,False,False,True,0,unknown,Berruguete,flat,740,149000
97,3,1,False,False,True,2,unknown,Bellas Vistas,flat,1187,295000
60,2,1,False,False,False,1,unknown,Valdeacederas,flat,758,154000
77,2,2,True,False,True,0,bad,Cuzco-Castillejos,flat,1262,325000
232,6,3,True,True,True,2,unknown,Cuzco-Castillejos,flat,2410,1075000
71,3,1,True,False,True,4,unknown,Cuatro Caminos,flat,1299,340000
45,2,1,True,False,False,0,unknown,Berruguete,flat,600,114000
95,2,2,True,True,True,1,good,Ventilla-Almenara,flat,1621,480000
50,1,1,True,True,True,1,unknown,Ventilla-Almenara,attic,1096,260500
63,2,1,True,True,True,6,unknown,Cuatro Caminos,flat,1416,390000
72,3,2,False,False,True,other,unknown,Cuatro Caminos,flat,1311,345000
70,2,1,True,False,True,1,unknown,Berruguete,flat,1197,299000
76,3,1,False,False,True,3,bad,Berruguete,flat,798,165000
95,3,2,True,False,True,1,unknown,Berruguete,flat,1156,283000
60,3,2,False,False,False,1,unknown,Bellas Vistas,flat,948,210000
150,4,2,True,False,True,1,unknown,Cuatro Caminos,flat,1689,510000
50,2,1,False,False,True,1,unknown,Valdeacederas,flat,844,178000
45,2,1,False,False,True,1,unknown,Ventilla-Almenara,flat,762,155000
60,2,1,False,False,True,1,unknown,Bellas Vistas,flat,979,220000
70,4,1,True,False,True,1,unknown,Bellas Vistas,flat,833,175000
54,1,1,True,False,True,1,bad,Ventilla-Almenara,flat,1003,228000
80,3,2,False,False,True,1,good,Bellas Vistas,flat,1103,263000
125,2,2,True,False,True,4,bad,Cuatro Caminos,flat,1966,630000
30,2,1,False,False,False,0,unknown,Bellas Vistas,flat,646,125000
49,3,1,True,False,False,0,unknown,Bellas Vistas,duplex,1067,250000
50,2,1,False,False,False,2,unknown,Bellas Vistas,flat,777,159000
270,4,3,True,True,False,3,unknown,Cuatro Caminos,flat,2315,790000
72,3,1,False,True,True,5,bad,Valdeacederas,flat,1006,229000
42,1,1,False,False,False,2,bad,Cuatro Caminos,flat,814,169500
77,2,1,True,False,True,2,unknown,Valdeacederas,flat,1146,279000
50,2,1,False,False,False,3,unknown,Berruguete,flat,1064,249000
71,1,1,True,True,True,7,unknown,Cuzco-Castillejos,flat,1250,320000
77,3,1,True,False,False,1,unknown,Bellas Vistas,flat,1075,253000
82,2,2,False,False,True,4,unknown,Bellas Vistas,flat,1238,315000
78,3,1,False,False,True,3,bad,Ventilla-Almenara,flat,881,189000
142,4,2,True,False,True,6,unknown,Cuzco-Castillejos,flat,1827,570000
81,3,1,False,False,True,2,unknown,Ventilla-Almenara,flat,1067,250000
35,1,1,False,False,False,1,unknown,Berruguete,flat,625,120000
60,2,1,True,False,True,3,unknown,Bellas Vistas,flat,1035,239000
55,1,1,True,True,True,1,unknown,Berruguete,flat,1148,280000
35,1,1,False,False,False,1,unknown,Berruguete,flat,625,120000
120,4,2,True,False,True,2,unknown,Cuatro Caminos,flat,1735,530000
107,3,2,True,False,True,1,unknown,Berruguete,flat,1108,265000
84,3,1,False,True,True,3,unknown,Valdeacederas,flat,1009,230000
26,1,1,False,False,False,0,unknown,Bellas Vistas,duplex,634,122000
231,4,3,True,True,True,6,unknown,Cuzco-Castillejos,flat,2517,975000
60,2,1,False,False,True,0,unknown,Bellas Vistas,flat,830,174000
26,1,1,False,False,True,1,unknown,Cuatro Caminos,flat,830,174000
225,5,2,True,True,True,9,unknown,Cuatro Caminos,flat,2514,990000
61,3,2,False,False,True,1,unknown,Berruguete,flat,976,219000
48,1,1,True,True,True,1,good,Berruguete,flat,840,176900
50,1,1,False,False,True,0,unknown,Bellas Vistas,flat,917,200000
30,1,1,False,False,True,0,unknown,Bellas Vistas,flat,868,185000
114,2,2,True,True,False,2,bad,Cuatro Caminos,flat,1370,370000
69,2,2,True,False,True,1,unknown,Valdeacederas,flat,1024,235000
65,1,1,True,False,True,0,unknown,Valdeacederas,flat,910,198000
100,3,2,True,True,True,3,unknown,Bellas Vistas,flat,1275,330000
95,3,1,False,False,True,1,unknown,Valdeacederas,flat,913,199000
93,1,1,True,False,True,0,unknown,Berruguete,flat,1062,248500
39,1,1,True,False,False,3,bad,Bellas Vistas,flat,762,155000
312,5,5,True,False,True,1,good,Cuzco-Castillejos,flat,4891,1350000
80,2,1,True,True,True,1,unknown,Ventilla-Almenara,flat,1250,320000
81,1,2,True,False,True,3,unknown,Berruguete,duplex,1146,279000
43,2,1,False,False,True,1,bad,Bellas Vistas,flat,725,145000
60,3,2,False,False,True,2,unknown,Bellas Vistas,flat,948,210000
26,1,1,False,False,False,1,unknown,Cuatro Caminos,flat,830,174000
110,4,3,True,False,True,2,unknown,Cuzco-Castillejos,flat,2275,770000
60,3,2,False,False,True,2,unknown,Bellas Vistas,flat,948,210000
80,3,1,False,False,True,2,unknown,Cuzco-Castillejos,flat,1135,275000
63,2,1,False,False,False,3,unknown,Berruguete,flat,964,215000
62,2,1,False,False,True,1,unknown,Berruguete,flat,979,220000
102,3,2,False,False,True,0,unknown,Cuzco-Castillejos,flat,1238,315000
63,2,1,False,False,False,3,unknown,Berruguete,flat,964,215000
96,3,2,True,False,True,2,unknown,Valdeacederas,flat,1250,320000
188,3,2,True,False,True,6,unknown,Cuatro Caminos,attic,2470,890000
63,3,1,False,False,True,3,unknown,Valdeacederas,flat,744,150000
122,4,3,True,False,True,2,good,Cuzco-Castillejos,flat,2283,774000
54,1,1,True,False,True,1,bad,Ventilla-Almenara,flat,1003,228000
80,2,2,True,True,True,4,unknown,Valdeacederas,attic,1148,280000
85,3,2,True,False,True,5,unknown,Cuatro Caminos,flat,1323,350000
120,4,2,True,False,True,7,unknown,Cuzco-Castillejos,attic,1553,450000
135,5,2,True,False,True,2,unknown,Bellas Vistas,flat,1353,363000
25,1,1,False,False,False,1,unknown,Bellas Vistas,flat,583,110000
124,2,2,True,True,True,1,unknown,Bellas Vistas,flat,1368,369000
65,1,2,False,False,True,0,bad,Bellas Vistas,flat,742,149500
212,4,3,True,True,True,4,bad,Cuatro Caminos,flat,2324,795000
35,2,1,False,False,True,0,unknown,Valdeacederas,flat,907,197000
276,5,3,True,True,True,1,unknown,Cuatro Caminos,flat,2410,845000
60,2,1,False,False,True,other,unknown,Cuatro Caminos,flat,813,169000
60,3,1,False,False,True,3,unknown,Berruguete,flat,705,140000
33,1,1,False,False,True,2,unknown,Bellas Vistas,flat,833,175000
46,2,1,False,False,False,1,unknown,Bellas Vistas,flat,1009,230000
109,2,2,False,False,True,0,good,Valdeacederas,flat,1135,275000
41,1,1,True,True,True,3,unknown,Valdeacederas,duplex,868,185000
130,2,1,True,False,True,8,good,Cuzco-Castillejos,flat,2172,721000
50,2,1,False,False,True,1,unknown,Bellas Vistas,flat,798,165000
67,1,1,True,False,True,1,good,Cuzco-Castillejos,flat,1135,275000
67,1,1,True,False,True,1,good,Cuzco-Castillejos,flat,1135,275000
77,2,1,False,False,True,2,unknown,Valdeacederas,flat,544,101000
74,2,2,True,False,True,1,unknown,Cuzco-Castillejos,flat,1358,365000
66,3,1,True,False,True,1,unknown,Cuatro Caminos,flat,884,190000
238,5,4,True,True,True,3,unknown,Cuzco-Castillejos,flat,4710,1300000
159,5,2,True,True,True,2,bad,Ventilla-Almenara,flat,1804,560000
245,5,3,True,True,True,7,bad,Cuatro Caminos,flat,2394,835000
59,2,1,True,False,True,2,good,Cuatro Caminos,flat,1238,315000
230,5,3,True,True,True,8,bad,Cuatro Caminos,flat,2513,949000
105,3,2,True,False,True,3,bad,Bellas Vistas,flat,1275,330000
65,1,1,True,False,True,1,unknown,Bellas Vistas,flat,995,225170
169,3,2,True,False,True,1,unknown,Bellas Vistas,flat,1820,567074
161,3,2,True,False,True,1,unknown,Bellas Vistas,flat,1773,546507
154,3,2,True,False,True,other,unknown,Bellas Vistas,flat,1721,523658
135,2,1,True,False,True,2,unknown,Bellas Vistas,flat,1641,488910
85,1,1,True,False,True,1,unknown,Bellas Vistas,flat,1369,369663
85,1,1,True,False,True,1,unknown,Bellas Vistas,flat,1374,371838
155,3,2,True,False,True,other,unknown,Bellas Vistas,flat,1715,521216
136,2,1,True,False,True,2,unknown,Bellas Vistas,flat,1643,489469
203,4,3,True,True,True,1,unknown,Cuatro Caminos,flat,5706,1575000
99,2,2,True,False,True,6,good,Cuatro Caminos,flat,1781,550000
144,3,2,True,True,True,2,bad,Cuzco-Castillejos,flat,2047,665000
85,3,1,True,False,True,1,bad,Bellas Vistas,flat,1174,290000
100,4,2,True,False,True,0,unknown,Cuatro Caminos,flat,1438,399500
71,3,1,False,False,True,4,unknown,Valdeacederas,flat,897,194000
57,1,1,True,False,True,1,unknown,Berruguete,flat,813,169000
63,2,1,False,False,True,0,unknown,Valdeacederas,flat,705,140000
85,3,1,True,True,True,9,good,Ventilla-Almenara,flat,1485,420000
70,3,1,False,False,True,4,unknown,Cuatro Caminos,flat,1119,269000
55,2,1,False,False,True,0,bad,Bellas Vistas,flat,780,160000
90,2,1,True,False,True,6,unknown,Cuzco-Castillejos,attic,1416,390000
60,1,1,True,True,True,3,unknown,Berruguete,attic,1238,315000
90,2,1,True,True,True,2,unknown,Berruguete,flat,1299,340000
90,2,1,True,True,True,2,unknown,Berruguete,flat,1323,350000
90,2,1,True,True,True,1,unknown,Berruguete,flat,1299,340000
90,2,1,True,True,True,1,unknown,Berruguete,flat,1323,350000
80,1,2,True,True,True,0,unknown,Berruguete,flat,1238,315000
38,2,1,True,False,False,0,bad,Berruguete,flat,645,124900
75,3,2,True,False,True,6,unknown,Berruguete,flat,1248,319000
55,1,1,True,False,True,1,good,Cuzco-Castillejos,flat,1067,250000
80,3,1,False,False,True,4,bad,Berruguete,attic,1024,235000
60,2,1,False,False,True,2,bad,Ventilla-Almenara,flat,979,220000
108,2,2,True,True,True,1,unknown,Cuzco-Castillejos,flat,1781,550000
78,2,2,True,False,True,1,unknown,Ventilla-Almenara,flat,1081,255000
80,3,1,False,False,False,2,bad,Valdeacederas,flat,1021,234000
110,3,1,True,False,False,2,unknown,Cuatro Caminos,flat,1262,325000
192,4,3,True,False,True,1,unknown,Cuatro Caminos,flat,1966,630000
117,3,2,True,False,True,1,bad,Cuatro Caminos,flat,1571,458000
64,2,2,True,True,True,3,unknown,Cuzco-Castillejos,flat,1551,449000
100,2,1,False,False,True,0,unknown,Cuzco-Castillejos,flat,1346,360000
75,2,1,True,False,True,3,unknown,Bellas Vistas,flat,1038,240000
91,3,2,True,False,True,3,unknown,Cuatro Caminos,flat,1382,375000
77,3,1,True,False,True,2,unknown,Cuatro Caminos,flat,1346,360000
86,3,1,True,False,True,1,unknown,Cuzco-Castillejos,flat,1346,360000
62,2,2,False,False,True,2,bad,Bellas Vistas,flat,1024,235000
128,3,2,True,True,True,1,unknown,Cuzco-Castillejos,flat,1894,599000
77,2,2,True,True,True,3,unknown,Cuzco-Castillejos,flat,1574,459000
40,1,1,True,True,True,3,unknown,Cuzco-Castillejos,flat,1161,285000
85,2,1,True,False,True,1,unknown,Cuzco-Castillejos,flat,1296,339000
46,2,1,False,False,True,3,unknown,Berruguete,flat,948,210000
91,3,2,True,True,True,1,unknown,Berruguete,flat,1148,280000
75,2,1,True,False,False,1,unknown,Cuatro Caminos,flat,926,203000
87,3,1,False,False,True,1,unknown,Valdeacederas,flat,1092,259000
78,3,2,True,False,True,3,unknown,Cuatro Caminos,flat,1250,320000
94,3,2,True,False,True,3,unknown,Berruguete,duplex,1451,405000
55,1,1,True,False,True,2,unknown,Berruguete,flat,1067,250000
85,2,2,True,False,True,3,unknown,Berruguete,duplex,1405,385000
49,1,1,True,False,True,2,unknown,Berruguete,flat,994,225000
55,1,1,True,False,True,1,unknown,Berruguete,flat,1052,245000
48,1,1,True,False,True,1,unknown,Berruguete,flat,979,220000
169,5,2,True,False,True,2,unknown,Cuatro Caminos,flat,1955,625000
73,2,1,True,False,True,2,unknown,Bellas Vistas,flat,1189,295693
88,2,2,True,False,True,2,unknown,Bellas Vistas,flat,1337,356175
88,2,2,True,False,True,2,unknown,Bellas Vistas,flat,1332,353900
90,2,1,True,False,True,3,unknown,Bellas Vistas,attic,1531,440300
88,2,2,True,False,True,1,unknown,Bellas Vistas,flat,1300,340697
70,1,1,True,False,True,0,unknown,Bellas Vistas,flat,1212,304869
58,2,1,True,False,True,4,good,Cuatro Caminos,flat,1311,345000
100,3,1,True,False,False,4,unknown,Cuatro Caminos,flat,1287,335000
235,5,3,True,False,True,6,unknown,Ventilla-Almenara,flat,2012,650000
100,2,1,False,False,True,0,unknown,Cuzco-Castillejos,flat,1346,360000
104,3,2,True,True,True,6,good,Valdeacederas,attic,1405,385000
71,3,1,False,False,True,2,unknown,Bellas Vistas,flat,1142,277500
232,3,3,True,True,True,1,unknown,Cuzco-Castillejos,attic,2165,1150000
270,5,3,True,True,True,1,unknown,Cuatro Caminos,flat,2410,845000
187,2,2,True,False,True,1,unknown,Cuatro Caminos,flat,5434,1500000
61,2,1,True,False,True,0,unknown,Cuzco-Castillejos,flat,933,205000
45,1,1,True,False,True,3,unknown,Valdeacederas,attic,904,196160
69,1,1,True,False,True,0,unknown,Valdeacederas,flat,1005,228822
126,4,3,True,False,True,8,unknown,Cuatro Caminos,flat,1897,600000
136,4,2,True,True,True,1,unknown,Cuatro Caminos,flat,1519,435000
122,3,2,True,True,True,1,unknown,Valdeacederas,flat,1438,399507
83,2,2,True,True,True,3,unknown,Valdeacederas,attic,1388,377789
121,3,2,True,True,True,1,unknown,Cuatro Caminos,flat,2047,665000
280,5,3,True,True,True,2,unknown,Cuatro Caminos,flat,2514,950000
69,3,1,False,False,False,2,bad,Berruguete,flat,805,167000
57,2,1,False,False,True,3,unknown,Ventilla-Almenara,flat,780,160000
145,4,2,True,True,False,5,unknown,Cuatro Caminos,flat,1885,595000
145,4,2,True,True,False,5,bad,Cuatro Caminos,flat,1873,590000
73,3,1,False,False,True,1,unknown,Berruguete,flat,485,88000
49,2,1,False,False,False,1,unknown,Cuatro Caminos,flat,1122,270000
75,3,1,False,False,True,1,unknown,Bellas Vistas,flat,1142,277500
71,3,1,False,False,True,1,unknown,Bellas Vistas,flat,1250,320000
61,1,2,True,False,True,3,unknown,Valdeacederas,duplex,1187,295000
112,3,2,True,True,True,2,unknown,Valdeacederas,flat,1428,395000
68,2,1,False,False,True,1,unknown,Ventilla-Almenara,flat,732,146900
75,3,2,True,True,True,1,bad,Bellas Vistas,flat,1275,330000
98,2,1,True,False,True,0,good,Berruguete,flat,1094,260000
84,2,1,True,True,True,5,unknown,Cuzco-Castillejos,flat,1416,390000
136,4,2,True,False,True,6,bad,Bellas Vistas,flat,1382,375000
85,2,1,True,False,True,1,unknown,Cuzco-Castillejos,flat,1228,311000
61,2,2,True,False,True,3,unknown,Cuzco-Castillejos,flat,1469,413000
130,4,3,True,False,True,4,bad,Cuatro Caminos,flat,1839,575000
40,2,1,False,False,True,2,bad,Bellas Vistas,flat,964,215000
67,2,1,True,False,True,5,good,Cuatro Caminos,flat,1382,375000
92,3,2,True,False,True,6,good,Cuzco-Castillejos,flat,1358,365000
301,5,3,True,True,True,2,bad,Cuzco-Castillejos,flat,1165,1290000
187,2,1,True,False,True,1,good,Cuatro Caminos,flat,5434,1500000
50,2,1,False,False,True,0,unknown,Valdeacederas,flat,646,125000
69,2,2,True,False,True,2,unknown,Valdeacederas,flat,1065,249624
69,2,2,True,False,True,1,unknown,Valdeacederas,flat,1026,235756
58,2,1,False,False,True,1,unknown,Valdeacederas,flat,881,189000
368,7,3,True,False,True,6,unknown,Cuzco-Castillejos,flat,5797,1600000
126,2,2,True,True,True,1,good,Bellas Vistas,duplex,1576,460000
186,4,2,True,False,True,1,unknown,Cuatro Caminos,flat,2070,675000
82,1,2,True,False,True,3,unknown,Berruguete,attic,1146,279000
49,1,1,True,False,True,6,unknown,Bellas Vistas,flat,874,187000
203,4,4,True,True,True,1,unknown,Cuatro Caminos,flat,5706,1575000
162,4,3,True,True,True,4,bad,Cuzco-Castillejos,flat,2384,829000
67,1,1,True,False,True,other,unknown,Cuzco-Castillejos,flat,1067,250000
70,1,1,True,False,True,0,good,Cuzco-Castillejos,flat,1094,260000
76,2,1,True,False,True,2,unknown,Cuatro Caminos,flat,1358,365000
76,2,1,True,False,True,1,unknown,Cuatro Caminos,flat,1346,360000
58,1,1,True,False,True,0,unknown,Cuatro Caminos,flat,1275,330000
128,3,2,True,True,True,1,unknown,Cuatro Caminos,flat,1894,599000
117,3,2,True,True,True,3,unknown,Valdeacederas,attic,1551,449000
66,2,1,False,True,True,1,bad,Valdeacederas,flat,979,220000
80,3,2,False,False,True,3,unknown,Valdeacederas,flat,988,223000
169,4,3,True,False,True,3,good,Valdeacederas,attic,1717,522000
97,3,2,True,False,True,1,good,Valdeacederas,flat,1200,299900
67,1,1,True,False,True,1,bad,Cuzco-Castillejos,flat,1135,275000
277,5,3,True,True,True,8,unknown,Cuzco-Castillejos,flat,1960,1190000
157,2,2,True,True,True,5,unknown,Cuzco-Castillejos,attic,2479,899000
57,2,1,False,False,True,2,unknown,Valdeacederas,flat,798,165000
65,2,2,False,False,False,2,unknown,Bellas Vistas,flat,948,210000
180,4,3,True,False,True,0,good,Bellas Vistas,flat,1781,550000
82,3,1,True,False,True,0,bad,Cuatro Caminos,flat,913,199000
135,5,2,True,False,True,2,unknown,Bellas Vistas,flat,1353,363000
59,2,1,True,True,True,1,unknown,Bellas Vistas,flat,1024,235000
94,3,2,True,False,True,3,unknown,Bellas Vistas,flat,1393,380000
70,2,1,False,False,True,3,unknown,Bellas Vistas,flat,913,199000
104,3,1,True,False,True,2,unknown,Cuatro Caminos,flat,1393,380000
231,5,3,True,True,True,8,unknown,Ventilla-Almenara,flat,2394,835000
340,6,3,True,True,True,3,bad,Cuzco-Castillejos,flat,2017,1180000
81,3,1,False,False,True,1,unknown,Ventilla-Almenara,flat,1044,242000
130,4,3,True,False,True,4,good,Cuatro Caminos,flat,1839,575000
398,4,4,True,False,True,5,bad,Cuzco-Castillejos,flat,10090,2785000
286,5,4,True,True,True,6,unknown,Cuatro Caminos,flat,2470,890000
61,1,2,True,False,True,3,unknown,Valdeacederas,attic,1161,285000
80,2,2,True,True,True,2,good,Valdeacederas,flat,1323,350000
118,4,3,True,True,True,2,unknown,Cuatro Caminos,flat,1777,548000
163,3,2,True,False,True,1,bad,Cuzco-Castillejos,flat,2121,698000
59,3,1,True,False,True,1,unknown,Berruguete,flat,917,200000
126,4,2,True,False,True,1,bad,Bellas Vistas,flat,1496,425000
320,4,4,True,True,True,8,unknown,Cuatro Caminos,attic,7228,1995000
142,2,2,True,False,True,1,bad,Cuatro Caminos,flat,2333,800000
88,2,2,True,True,True,2,unknown,Bellas Vistas,flat,1332,353900
74,1,1,True,False,True,other,bad,Berruguete,flat,901,195000
79,2,1,True,True,True,3,unknown,Cuatro Caminos,flat,1871,589000
96,3,2,True,False,True,2,unknown,Valdeacederas,flat,1250,320000
205,4,3,True,True,True,1,unknown,Cuzco-Castillejos,flat,2165,1150000
36,1,1,False,False,True,0,bad,Valdeacederas,flat,646,125000
55,2,1,False,False,True,2,unknown,Berruguete,flat,724,144900
59,1,1,False,False,True,1,unknown,Ventilla-Almenara,flat,1108,264900
62,2,1,True,False,True,0,unknown,Berruguete,flat,1072,252000
71,1,2,True,False,True,7,unknown,Cuzco-Castillejos,flat,1346,360000
110,3,2,False,False,True,0,unknown,Berruguete,duplex,1024,235000
50,1,1,False,False,True,2,unknown,Valdeacederas,flat,964,215000
44,2,1,True,False,False,0,unknown,Bellas Vistas,flat,780,159900
210,4,3,True,True,True,8,unknown,Cuzco-Castillejos,flat,2510,940000
290,7,3,True,True,True,2,unknown,Cuzco-Castillejos,flat,2457,1050000
239,4,3,True,True,True,2,unknown,Cuzco-Castillejos,flat,2457,1050000
247,4,3,True,True,True,1,unknown,Cuatro Caminos,flat,2410,1075000
119,3,2,True,False,True,1,unknown,Valdeacederas,flat,1530,440000
95,2,2,False,False,True,0,unknown,Valdeacederas,flat,1135,275000
82,1,2,True,False,True,4,unknown,Berruguete,duplex,1146,279000
145,2,1,True,True,True,3,unknown,Cuatro Caminos,flat,1897,600000
70,2,1,True,False,True,8,unknown,Cuatro Caminos,flat,1462,410000
68,2,1,True,False,True,2,unknown,Berruguete,flat,1161,285000
71,1,1,True,False,True,1,unknown,Berruguete,flat,964,215000
150,3,2,False,False,False,0,unknown,Bellas Vistas,flat,1428,395000
130,2,1,False,False,True,other,unknown,Ventilla-Almenara,flat,884,189900
144,4,3,False,False,True,0,unknown,Bellas Vistas,flat,2081,680000
203,4,4,True,True,True,1,unknown,Cuatro Caminos,flat,5706,1575000
34,1,1,False,False,True,0,unknown,Berruguete,flat,557,103990
155,4,3,True,True,True,2,unknown,Cuatro Caminos,flat,2402,840000
65,2,1,False,False,False,1,unknown,Berruguete,flat,833,175000
50,1,1,False,False,True,2,unknown,Bellas Vistas,flat,732,147000
212,5,2,True,True,True,3,bad,Cuatro Caminos,flat,2265,765000
59,3,1,False,False,False,3,bad,Valdeacederas,flat,851,180000
85,3,2,False,False,False,1,unknown,Valdeacederas,flat,1003,228000
143,5,2,True,False,True,1,good,Cuatro Caminos,flat,1483,419000
75,2,2,False,False,True,other,unknown,Berruguete,duplex,813,169000
55,1,1,False,False,True,1,unknown,Bellas Vistas,flat,816,170000
53,1,1,True,False,True,0,unknown,Bellas Vistas,flat,850,179900
54,2,1,True,False,True,2,unknown,Valdeacederas,flat,1009,230000
58,2,1,False,False,True,1,unknown,Valdeacederas,flat,1064,249000
67,1,1,True,False,True,0,unknown,Cuzco-Castillejos,flat,1130,273000
232,5,3,True,True,True,5,unknown,Ventilla-Almenara,flat,2386,830000
90,1,2,False,False,True,0,unknown,Bellas Vistas,flat,884,190000
75,3,1,True,False,True,3,unknown,Cuatro Caminos,attic,1174,290000
50,1,1,False,False,True,0,good,Cuzco-Castillejos,flat,894,193000
63,2,1,True,False,True,1,unknown,Bellas Vistas,flat,1148,280000
88,2,1,True,True,True,2,unknown,Bellas Vistas,flat,1189,295693
70,1,1,True,True,True,0,unknown,Bellas Vistas,flat,1212,304869
115,2,2,True,False,True,1,good,Cuzco-Castillejos,flat,1655,495000
65,2,1,True,False,True,0,unknown,Valdeacederas,flat,880,188700
65,2,1,True,False,True,other,unknown,Valdeacederas,flat,879,188400
92,3,1,True,False,True,2,unknown,Bellas Vistas,flat,1311,345000
70,2,1,True,True,True,2,unknown,Berruguete,flat,1108,265000
